Unnamed: 0,overall,reviewText
278,1,provides plenty storage capacity tablet mobile devices ive put cellphones android tablets twelve months use downloading music videos apps plenty room leftthe class version also great phonetablet cameras well stand alone camera yes still use digital camera yesterday must hd action video camerarecorder well price continues drop affordable unless device take gb version id go higher capacity video recording devices
279,1,perfect addition surface tablet came easy open packaging worked moment pout microsoft surface tablet expanded g tablet lot storage movies music
280,1,works phone amazing however seems transfer pretty slowly move lot music movies phone annoying im sure phone card weak link though note anyways cheap works matters buy
281,1,works perfect dell venue pro reformat card using
282,1,wanted space smartphone works great else say thinking buying another backup stuff
283,1,bought go new samsung galaxy tab works great allows us add lot videos onto tablet
284,1,use samsung galaxy phones amazing take gazillion pictures wish could separate pictures memory card folders samsung issue memory card issue
285,1,say sd card works class card price decent needed one android tablet shopped around one seemed like best choice
286,1,ask errors ever detected android os unit plugged tablet means im never without data pictures want
287,1,first got card worked perfectly galaxy phone rooted phone installed cyanogen mod rom gain additional features available carrier card instantly corrupted rom formatted filing system rom doesnt support fortunately nothing card couldnt replacei ended use thirdparty utility format card filing system supported windows romonce properly formatted corruption data loss issues card performed wellif using stock galaxy rom youll problem youll find card roomy fast
288,0,worked fine samsung one year stopped allowing writing card would format even pc another device data still cannot erased
289,1,worked samsung galaxy perfectly finally space take current digital content plane
290,1,works fine sony rx using provided adapter would expect otherwise bought expensive micro adapter rather full size sd move devices take micro sdprime shipping arrived one day
291,1,works great running room gb card galaxy note solved problems nicely enough space movies music photos device dont think running space
292,1,works great plug playloads room whatever needs arei would hesitate recommend productgreat card great price
293,1,would work samsung galaxt tab g purchased work fine asus tf swapped cards everythingss ok first time ive seen sandisk product
294,0,says hasnt broken yet hope doesnt break ive luck brand usually get bored product breaks
295,0,card got hot almost melted crazy card somewhere else know wii im taking chance ruining one devices thanks
296,0,thus microsd card worked fine year samsumg note ii mostly used listed downloaded music spotify actually failed twice failed first time phone couldnt see card installed thought maybe something merely corrupted formatted put back phone redownloaded playlists worked two months failed dont plan try formatting ill switch different brand card
297,1,got dell venue pro works perfectly complaints words complete review
298,1,bought day came great price finally showed month later knew going put galaxy note instantly recognized setspeeds laptop via included adapter ranged mb read speed mb write speed copied entire gb card one took time double space
299,1,confirm works note cm nightly however work upon arrival reformatted fat used small program fatformat google believe programs would work
300,1,storage need tablet pretty much brainer long supports would recommend galaxy note
301,1,regularly plugged asus transformer tft tablet extra storage included adapter also plug laptop use sort sneakernet allowing move gb data ever using time filled mostly pictures movies speed makes convenient transferring large amounts data ill buying another one near future
302,1,made sure get one retail packaging ordering arrived next day amazon tore open packaging inserted card directly note card picked right away formatting needed say updated unit first unsure update made recognition easy already crammed half full movies music plays smooth lag speed issues whatsoever think get another
303,1,got gb micro sd card put samsung note replacing gb sandisk card storage settings show gb free space easy testing using sd card reader laptop get around mbs read close mbs write thats advertised throughputso far populated around gb video files week hours playing videos sd card absolutely glitches hanging errors
304,1,sandisk continues legacy highspeed microhd card definite must tablet smartphone provided accepts external memory cards would buy one doesnt
305,1,micro sd card supposed phone actually feels faster got tons storage
306,1,works expectedlove room picture filesetcon samsung galaxy tab buy oneits rightyou wont sorry
307,0,received one didnt work readable mac win pc tried another retail packaging raw format although galaxy sees wont write format computers dont pick eithertaking persons star review trying class cant afford lose data write anyway went back
308,1,purchased memory card use galaxy smart phone music stored card plays without problems works great cheapest price badupdate month use card failed emails sandisk issued rma promptly provided warranty replacement whole great service things tiny failures expected long one keeps working still give stars
309,1,works fine virgin mobile htc evo v phone didnt recognize first formatting good
310,1,micro sd card works great hero black edition never problems sandisk product owned
311,1,product early coming works great samsung galaxy note tablet easy upload export items multiple devices adapter comes
312,1,love gb microsd dont ever think love get large amount memory devices
313,1,horror stories sd memory really density reported loaded two things max data accessible
314,1,worked great galaxy cell phone videos photos taken phone automatically get stored memory card installed may apps issues
315,1,bought card use samsung galaxy tab tablet based others reported getting work galaxy tab bottom line gotta reformat card fat kb sectors work galaxy tab requires jumping thru hoops winvista even offer choice format fat ntfs exfat neither work galaxy tab android v use rd party software accomplish free solution easeus partition master free software download cnet direct easeus commercial package already installed acronis diskdirector usedonce fomatted fat kb sectors card recognized space seen useablehighly recommended need space would assume would also make larger microsdxc cards work welljohn
316,1,got cell phone easy put problems phone months great extra storage pictures got time easy remove package
317,0,card gets hot enough painful defective need contact sandiskfrom experience larger micro sds run hot format writing pain thresholdi purchased one cards use camera android tablet great read speed write speed okay used card two weeks files disappeared tried format card three different computers xp windows linux couldnt format camera tablet couldnt format rmad got another sandisk good brand notice formatting writing card got hot hotsecond card didnt last hours exact symptoms first card write file format resulted card getting hot enough reach pain threshold called sandisk explaining second card id received exact symptoms mentioned getting hot immediately issued rma said told issue rma moment heard card ran hotsmaller sandisk micro sds regular sds use dont think sandisk issue cardthe last digits part number refer date code origin card cards different date origin codes
318,1,great card great price read write speeds par posted specifications detail report
319,0,work card purchased best buy looks identical side side transferring music onto best buy purchased card extremely fast meg albums transferred seconds cards meg album minutes remaining less quarter album transferred bought two figured maybe bad card tried thing extremely slow wonder even real
320,1,pour note working absolutely overtime love much downloading great many pictures audible books mps amazon many interest mine working time soon found gb microcard small amazon great sale gb ones purchased main concerns would work phone fast enough seamlessly well gb microsdxc class whatever sandisk wants name bottom line works seamlessly dont get nasty warnings telling memory almost full nice samsung realized need able use larger memory cards note allows size card use without issues
321,1,gave samsung galaxy note power take use kind application quick easy install play
322,1,far good ive never noticed difference memory cards im glad extra memory
323,1,replaced gb card note gb card everything seems working fine expected ive using card week
324,1,amazed memory pricing little card inexpensive fast needed new tablet
325,1,awareif want use device record play highdefinition video files greater gb youll need format card exfat ntfs want play files either pc mac works well properly formatting
326,0,think probably fine product wasnt compatible samsung galaxy phone formatted exfat came factory didnt work thats known problem gs even reformatting fat card caused phone reboot multiple times
327,1,amazon sells card great value local store even comes close price plenty room lots storage
328,1,cards work well many pieces electronic equipment travel price perfect none failed also worked readers
329,1,great price gb mircosd card boyfriend galaxy note past months got note bought another one phone
330,1,lots capacity problems loading issues corruption transfers access fast really cant beat price namebrand cardnot much say memory card works
331,1,memory cards almost commodity items still prefer name brands year warranties problem sandisk back replaced warranty without hassle
332,0,two use galazy note great flexibility keep extra storage phabletso far done intended
333,1,cant say enough works perfectly every time wish could say people great product
334,1,placed galaxy phone read right away gb expected loose gb transferred file old card done fast although didnt large files start looking large card one fits bill reviews helped sway choice would recommend card far issues
335,1,itty bitty sd card packs whole lot punchwhen saw small blown awaygb something size pinkey fingernail amazingi used camera phonei would highly recommend anyone
336,1,works perfectly samsung galaxy tab new cell phone greatly expanding memory installs quickly easily easily
337,1,excellent product great storage capacity super fast delivery excellent alwayspros everythingcons noneputting make words much say perfect product exactly says
338,1,adding unit galaxy iii gave hand held faster powerful storage space first new pc purchase dig
339,1,say got one day sale amazon wow things worked smoothly errors formatting needed popped gsiii worked like charm
340,1,works good phone fast used camera seems work better thanks deal
341,1,months ago purchased samsung galaxy note first tablet didnt know much friend told need one couldnt without issues storage told needed sd card one recommended storagei managed put watching video youtube friend told downloaded app manager play store clicking app manager open successfully transferred apps sd card checked settings im happy tons room thingsive couple weeks even though ive added several apps bookmarks etc still storage problems told card best complaints great job im glad didnt go cheaper version
342,1,great price galaxy recognized problem replaced old gb micro sd card thank amazon
343,1,installed working without problems samsung note price good price
344,1,works well droid razr max allows plentry space move videos pictures card later transfer computer
345,1,bought card could storage quick card delivered thats say
346,1,got card phone expecting significant increase speed really noticed great speed improvements card working great problems get slower card phone wont notice difference
347,1,really like performance since put usb adapter get mbs actual measured throughput
348,1,sandisk best brand chip exactly good speed samsung galaxy note loves chip
349,1,always pleased sandisk products one exception works advertised would purchase
350,1,must android products expandable memory slotsthe go place save pictures videos change phones tablets wont lose memories
351,1,popped sony xperia tablet z works sense ever run room using work might different could change new micro sd card dont know tablets dont port one feel confident sandisk brand never bought bad sandisk product
352,1,bought two two new samsung galaxy iv smart phones adapters make possible card readers computers accept microsd cards find worthwhile pull phone case rather use usb dongle move information phones importantly dont worry storing audio books favorite playlists video clips might want show someone phones
353,0,card good ordered one performs one would expect ordered another took much longer attempt get second one wrote got refund seller nmicro technology first
354,1,reviews counting need justification buy one looking microsd card add reliable name sandisk left doubts buy also available almost half actual price amazon check price local sellers one selling cheapercomes decent writing speed good shootingrecording devices long warranty years technology may take leap one stops functioning youwant use sd card camera problem comes adapter used device uses sd card makes twoinone card
355,0,join long list customers sandisk die customer service sandisk helpful pay ups shipping return promise day turn around defective disk returned still pain deal lost photographsupdate sandisk sent replacement seems working replacement goes bad ill back complainsecond update well replacement im giving three stars
356,1,got samsung galaxy note im gonna use carpc found could install gb microsd tried one worked flawlessly pretty zippy tablet ughtablets readwrite stupid slow good enough media supposeplugged thing right used tablet format got gb good good
357,0,unit shows bytes pc phone keeps dismounting also got replacement thing sure going looks like chinese counterfeit case seen happen lately amazon seems major portal hings makes sense large retailer cant check everything
358,0,get advertised speed mbs like kbs galaxy least gives lot extra storage space phone works nicely dont need transfer big files
359,1,originally bought samsung equivalent phone stolen made switch done research realized class sdxc important quickest rate transfer however read samsungs description one samsung claims mbps sandisk mbps using identical class sdxc important almost absolutely identical samsungs equivalent havent noticed bit difference besides maybe mircosd card bit quicker easier move files around store lot phone samsung note works beautifully
360,1,multiple cards phones devices havent ever problem would buy ever needed one another device
361,1,hard imagine gb something smaller postage stamp yet isi bought card work call duty ghosts tactical camera works perfectly camera came g card filled hour local kart track missed last bit race due insufficient capacity battery still going strong needed card recording adventuresthis card fits bill nicelyas uhs speed class roughly equiv class card sd card quite capable photographic video need full hd k k use similar card canon able hold around raw images hours hd videohere benchmarks comparison including cardmacbook pro retina ssd mbs write mbs readgeneric class gb came ghost camera mbs write mbs readsandisk extreme class gb mbs write mbs readthis card san disk ultra uhc mbs write mbs readwhat mean means trouble recording hd video reliably card camera able save pictures quickly card ready take next shot fill card completely take roughly minutes copy data card assuming device copying keep upthe tests done built sd card drive macbook pro using included sd card adapterbased tests would say dont really need micro sd buy standard sd card performance might better price lower however think need might need micro sd road suitable solution
362,0,samsung tablet went bad months wont let reformat read anything money drain
363,1,use card gopro black edition enough record action horse riding always used sandisk recording cards happy quality get
364,1,purchased new samsung active smart phone worked perfectly installed need reformat ive put amazoncom url description frustration free packing part numbersdsdqugaffpasandisk ultra gb microsdxc class uhs memory card adapterbqzhjs
365,1,got sportsvue hd action camera works fine came converter standard sdhc sizeformat used transfer files video camera xp pro pc fine left card fat format works without hitch small must exercise care set drop lose im happy item would recommend itpurchase fact purchased
366,1,bought sundisk memory card knew cellphone fantastic stores cell contacts leave much space store apps programs want recommend hurt
367,1,got galaxy could store music works great easy install duh worked box good transfer speeds seem fast need get another one galaxy note edition
368,1,purchased expand memory tablet works well tablet used camera using adapter
369,1,bought gift co worker went megs gigs difference although take fill still enjoys compared old one
370,1,bought additional memory ten inches samsung tab happy noe storage
371,0,got micro sdcard gig reformated fat works well galaxy problems thanksdedit months using memory card tried format wouldnt tried different methods none worked wouldnt recommend buying one sandisk ultra gb microsdxc class uhs memory card speed mbs adapter frustrationfree packaging sdsdqugaffpa avoid buying experience problems half year
372,1,still working fine galaxy sii complaints complaint galaxy occasionally erasing everything im sure thats cards fault
373,1,works fine installed new ms surface protoo bad windows user experience lacking delivered works expected sandisk
374,1,got samsung galaxy note reading various reviews comparing different micro sd cards decided get one main reason speed card uhs card good im happy purchase
375,1,perfect gopro size enough speed class need perfect records perfect plays dont need adapter cames hand use sharing images friends backing netbook
376,1,price good worked expected much say tested adapter
377,1,gives memory tablets accept micro sd cards simplethis good quality
378,0,purhased thinking getting amazing deal price right product months unable delete add files pics music microsd card using gb space cannot add anything delete anything wont even allow format start fresh happy product extremely disappointed use phone lot store music pictures phone various purposes would recommend buying another gb microsd card one reliable
379,1,gopro camera cards gb gb editions work perfectformatting went perfect movie recording picture taking without problem last months nowhowever tried use contour contour gps cameras unable use cards presume cards fit contour specifications unable format way record cardso make sure card compatible intended use
380,1,recommended card gopro cameras thats use works great providing outstanding performances great quality
381,1,love using card sixmonths hasnt failed yet far wiped use mp player ds memory card performed flawlessly price actually lower first purchased go ahead purchase one regrets
382,1,got deep sale amazon couldnt pass comes standard sd card adapter itll work computer anywhere else stick sd card hasnt faults job
383,1,bought microsoft surface pro works great really fast also comes adapter use camera would definitely recommend besides really good price
384,1,much say sandisk microsd card needed something storage serves purpose
385,1,exactly supposed plenty storage gps price high either would recommend
386,1,bought use chromebook short sd card adapter transfer gbt file sd card usb flash drive minute
387,1,needed bit storage galaxy note ii worked perfectly run problems finding phone allow moving applications card due limitations added newer versions android
388,1,got galaxy works well good speed good space something definitely needed sometimes hard time getting recognized computer always find way make work ntfs necessary purposes
389,1,put verizon samsung galaxy stellar works perfectly easy way add memory pictures music apps etc phone
390,1,always good luck sandisk products pleased memory reliable looks cool
391,1,fast lots storage flimsy card either fells like build tough would definitely recommend friend side note device supports afford get gb youll appreciate never changing ur card
392,1,great sd card use galaxy complaintsits quite fast works dont know else sayyou cant go wrong sandisk
393,1,using shoot continuous hd video anything wanted fast one wouldnt take long copy movies large files onto works well great price
394,1,bought around months works good far read write speed meet described specification
395,1,im using card phone far complaints access card camera applications seems fast enough
396,1,works well beware sd cards say one nokia phone loaded maps songs problem
397,1,great card great price doubled storage new htc one ive got gb total storage phone idea psure beats gb iphone hadanyway card works great speedy boot
398,0,micro sd works great described beware micro sd adapters faulty micro sd get stuck adapter carefully rip apart adapter get micro sd thus damaging apapter
399,1,purchased november less months ago use new samsung galaxy never removed phone today failed since phone still fine memory card stored well inside safe assume card suffered abuse today card totally unreadable cant formatted phone pc doesnt see dead jim ill contacting sandisk warranty todayupdate ive updated start although failed sandisk replacing charge sometimes stuff fails manufacturer stand speaks well nice bought amazon could search orders find original invoice use contacted
400,1,tablet needs increases memory nearly gb bnever run storage space
401,1,works great samsung galaxy tab transfer speeds excellent cardi would recommend card everyone
402,1,arrived manufacturers packaging looked authentic still sceptical based reviews read others amazon called thecustomer service phone number san disk verified genuine need magnifying glass ro see numbers printed back card alternately take photo smartphone used galaxy om macro text setting enlarged photo read numbersvery happy card fast response hundreds photos songs card works great
403,1,hold lot stuff phone used like gigs music set use card photo video might movies watches movies phone
404,1,memory card reputation expect sandisk thankfully didnt get knock counterfeit card bought official threw amazon works advertized full capacity gigs formatting expected good speed things like games movies music photos viewshooting ive owned two weeks reliable giving reason doubt itif low capacity phonetabletdevice buy card sandisk probably brand go price rite amazon backed manufacturer distributor warranty amazon az day sandisk mo parts think better get budget discount cards find elsewherei recommend product customers looking quality storage space
405,1,great quality product purchased gopro hero works great adapter would recommend anyone buying camera micro sd
406,1,much say microsd card one seems work word word
407,1,performs supposed gb quite lot storage plus samsung galaxy gb internal memory total gb thats plenty enough store hundreds hours music
408,1,purchased samsung galaxy att cards work without issue storing games movies music would recommend anyone would definitely purchase without hesitation always big thanks amazon day shipping
409,1,amazed speed sd card smart phone hd video longer jumps buffers recording transfer time pc phone decreased dramatically
410,1,use dash mounted camera company car constantly recording erasing old videos card full used nearly years including cold winters hot summers never messed
411,1,price great buy would recommend pretty high transfer rate comes adapter dont worry
412,0,ordered amazon expecting work perfectly like gb sandisk galaxy however really disappointed upon placing note edition card become unrecognizable tried reformatting computer phone yet prevail could firmware current update android point companies make card works maybe got bad batch knowsi went ahead ordered gskill microsd card working perfectly im
413,1,sd card awhile would say awesome service great product got reasonable time overall experience thanks
414,1,use tablet extra space works storage space awesome works good months issues
415,1,got galaxy fits well works fine moved stuff phone card working great
416,1,nothing much say works fine great price needed another one phone first one got corrupted systems update tip phone prompts update might want take card corrupted two cards way
417,1,memory card works well problem one cheapest came adapter thats convenient
418,1,bought class samsung returned found speed actually lower class buying using many different brands found company makes fastest highest quality memory cards companies advertise cards certain classes par think steal best buy sells product card recieved must dud broken phones able read try use computer says card damaged returning amazon
419,1,works specified received good condition amazon using since months smartphone doesnt get better youre using sandisk terms speed space expect speeds upto mbsec write mbsec read provided adapter speeds ar always better readwrite using smartphone readwrite speeds would lesser mostly average mbsec anyways per ive seen im heavy user like gb microsdxc available would actually buy tried extreme version mbsec costs times one works similar dont waste money name doesnt deliver buy youre buying sandisk
420,1,bought cheap tablet storage works fine fast plenty external android app storage also videos watch
421,1,promised neat frustration free packaging didnt run speed checks believe sandisk quality unmatched
422,1,using card gopro hero black issues date card used video vacation palau yap guam underwater video far complaints
423,1,couldnt find local stores needed brand new stated works great
424,1,works great galaxy didnt need format card anything popped card everything worked great box transfer speeds excellent card would recommend card everyone
425,1,easy install performs per specs expanded capacity handheld scanner product convenience micro products phenomenal began career attest truly wonderful progress tech made years lessthats innovation thats capitalism best
426,1,bought card phone gave extra storage pictures video needed
427,1,fast expensive still works several months unlike lot cheaper cards dont need fast card phones access makes world difference lot transferring
428,0,expected dont know would kill manufacturers actually memory card stick device actually available advertised capacity fortunately l learned advertised actual available memory two separate things bought always scroll read technical spec device anything buy way ideally actually informed let buyer beware appropriate every day things exactly seem food cheap likely cancer causing dont feed body car place
429,1,use tablet works perfectly good size price capacity ones come eventually perfect right
430,1,since almost three thousands reviews already bet almost everything reading writing speeds covered ill try provide specifics experience case somebody searching keywords ive copied wav mp files card fast pc ghz gb ram rpm hdd bit win etc builtin card reader card reader maybe bottleneck anyway observed average writing speed around mbstried card nokia b logically phone cannot read gb microsdhc cards however saw card gb card tried inmotorola flipout unlocked gsm quadband android phone bluetooth camera qwerty keyboard wifi unlocked phone us warranty black played wav mp files worked well tried inmotorola mb bravo unlocked phone android os mp camera fm radio gps us warranty blackwith files worked well hiccups inserted left inblu studio ii unlocked dual sim phone dualcore ghz processor android inch ips capacitive touch mp camera us warranty black far good update review problems ariseit sold fulfilled amazon frustrationfree packaging love packaging nasty blister pack cuts fingers also ecofriendly
431,1,loving plenty room store media go back forth pc tablet also great storing school related texts documents
432,1,issues inserting hp tablet adding photos music etc memory readswrites quickly great value
433,1,put gb card galaxy working well could popped sd card slot went settings storage selected format set mp folder instantly recognized double twist tons storage music pics great card
434,1,assuming stuck number micro sd adapters didnt work purchased sandisk ultra card low behold everything started working even wifes tablet didnt recognize sd cards movies started working bottom line works
435,1,working great att galaxy note love extra storage music videos pictures
436,1,super fast compared cards didnt tests much faster name class cards
437,1,like said flash drive works data copying writing speed problems performs within manufacturer specs
438,1,ive noticed something crooked onlinepostage scalpers charging bucks mail micro sd cards usually come small envelope mean come ftc needs crack postage scalpers working full force daysid say microsd card mail higher bucks sthese crooks demented ive deleting orders cart keep till find one wont rip offgreat products come scan disk buyers beware shops mark things high priced postage mail small envelope yes almost everyone ive ever ordered came small envelope btwshame think ill write congressman whatever good thatll wa rating never care people wantnever less fined ftc committing highway robbery end review hopes helps others speak highway robbery via high postage gauging said ill keep browsing till find good store wont commit crime dad likes say theres honest people anymoreone final note amazon online outlets stop allowing people charge want postage allow ship cost aka price figuring via item actually ships pofedx ups
439,1,recently upgraded trusty droid x samsung galaxy sgiven hidef videos pictures wanted big fast memory cardthis faster card loads gallery much faster one xotherwise memory card works well
440,1,using canon camera working well photos many videos
441,1,first weeks bought problems like phone cant detect micro sd card tried formatting repairing card success returned sandisk willingly replaced week questions asked since im still using nd card received problems
442,1,memory works great surface pro problems transfer rates acceptable surface pro firmware update memory disconnecting take put firmware update problems memory always stay
443,1,put phone like phone unlimited storage possibilities thank
444,1,memory fast perfect phones good product give stars recommend types use
445,1,exactly looking upgrade memory smartphone good transfer speeds using sandisk product great pricing amazon
446,1,gb micro mem card samsung galaxy great addition unit never problem card expect long life memory card
447,1,new galaxy note sure ever need one gb bargain one
448,1,got phone awesome card short contacting sandisk one week super awesome customer service buy sandisk items needed
449,1,used hard drive asus really fast faster regular external hard drive used old dell computer gb lot larger weorks well asus
450,1,recently received new nook hd tablet gift wanted increase storage capacity well convert android base system na software card compatible really increased flexibility new nook without root system void warranty use new nook either way plus card reasonable price really latest technology
451,1,extremely small small fact could easily get lost recommend leave great idea allow cameras phones device much smaller ive short far good
452,1,samsung galaxy without one last gb models become available fit iphone iphone accept micro sd memory upgrades buy samsung phone instead
453,1,cant say applications loading faster definitely say videos music load much faster phone didnt reformat card anything transferred data old card one popped considering small price difference id recommend getting faster card sure
454,1,works great car music drive holds entire collection speed key
455,1,original two cards manufactured time started affecting functionality phones internet research resulted reading another review amazon similar problems discussed contact sandisk support replacements due known silicon bug new cards arrived week returned old cards defects hassle trying read serial date codes car phone x zoom made possible sandisk customer support easy work products new old fast worked great
456,1,formatted computer popped phone bingo bango bobs uncle phone recognized right away music transferred minutes
457,1,purchased use samsung camera works great take picture videos camera issues
458,1,use r sdhc dual core ds xl holds movies currently also holds number different emulators plus games plus holds nds games well still gb storage left extra stuff simply incredible able offer much storage little package thank sandisk foremost leader memory technology hat goes affordable price
459,1,got extremely solid speeds slack android solid micro sd card gigantic spaceit works awesomely
460,1,im heavy user data enough pictures music videos wouldnt fit factory gig card never enough memory gets used quick advertised memory capacity rating improved speed smartphone tablet moving pictures videos different folders lag compared cheap factory memory card buy better card first time wont regretting later would recommend buy
461,1,used store recorded video information dash camera problems far
462,0,really want like trust sandisk manufacturers memory cards said im moving rd card thank amazon exceptional customer service else id upsetbasically card suddenly allow writing anymore cant save files cant delete files cant event format ive tried three different oses devices luck reading sandisk forums seems happening lot cardsim returning amazon trying luck different brand see happens
463,1,use store music pictures hd video limited storage surface pro simply works price point think steal
464,1,perfect card need keep action gb acquired card gopro camera fits perfectly need capture action need
465,1,bought days got phone great read write speeds seems like taking care processing handling things within phone changed settings every time take picture record video go automatically microsd card added movies tiny card works smoothly
466,1,fast shipping delivered describedphone recognize card right away format fat computer showed capacity gb get full capacity format phone exfat format shows gbexcellent capacity lots media files documents
467,1,purchased memory addition surface great way add files meeting laptop stay behind card fast enough access files quick great product
468,1,nice memory card think gb sweetspot price size cant imagine filling buy class cards case little speed boost important android player works great
469,1,works well class memory card video cameras like memory less class plays back camcorders jerky playback memory chip worth money gb storage lots video time photos music storage added value adapter plus five star product art long island ny
470,0,randomly erases data asks format card unmodified unrooted sprint galaxy siii dont know scandisk selling thesei trusted brand didnt work
471,1,new products evolve accept sd microsd cards ive good luck sandisk exception
472,1,got use gopro give hours recording time ii figured use camera
473,1,works sd devices bought one smart phone plug play works great would definitely recommend card seller friends
474,1,purchased add storage samsung galaxy note works greatfast speed easy snapin install moments problemhighly recommend sandisk ultra gb micro sd anyone planning use smartphone tablet
475,1,havent used extensively point holds data wellas sandisk continues solid brand
476,1,owned used galaxy siii months never problems fast never even think running space phone shows gb total capacity still gb left
477,1,slipped perfectly microsd card slot galaxy note immediately available formatting required writes card fast enough use video captures sweet
478,1,used sandisk ultra gb microsdxc class uhs memory card mbs expand surface rt really excellent
479,1,phone missing extra storage space great purchase great price amazon would recommend movie watcher photomusic enthusiast
480,1,card fast enough hd video recording sony actioncam durable great stuff
481,1,well much sayits good mmc fast enough thats ask using storage tabletupdate stopped working computer said mmc error hour could fix became locked would unlock sd adapters used locked would format erase wouldnt even read error stopped working amazons short return policy luck luckily sandisk long lifetime ultra brands even though hassle email got replacement thats took one star
482,0,reliable inexpensive however quite slow far far slower gb samsung pro microsdxc samsung works well interactive use would use sandisk card applications speed isnt important
483,1,sd card compatible samsung galaxy si recomended galaxy owners regards
484,1,good quality ive using several devices phone tablet computer troubles glad chose one
485,1,great storagelow pricegood transfer raterespond read time goodalmost available user usage
486,1,much say really work faster class gb card provides space copy dslr photos hook phone nikon usb host cable
487,1,memory card stores memory well problems months use note great price online
488,0,smart phone kept dismounting research found others experiencing problem returned got transcend instead transcend works fine problem
489,1,great product came adapter plug camera regular sized card reader ultra allows faster uploads downloads onto card great pictures apps
490,0,bought primarily use surface pro would randomly dismount know surfaces fault cards fault upon little internet searching found common problem sandisk cards surface pro used another brand microsdxc worked fine
491,0,card used phone without large amount write stress shorten life card written phonethe card totally unwriteable mac linux machine phone writes seem succeed even lowlevel reformats dont actually anything exact files every change untouchable frozen forever months use memory card really weird failure like neither mac linux machine phone reports error acceptable quality sandisk
492,1,theyre rightthis microsdhc card fast started formatting little behind another class card uhs card formatted gb ahead transcend gb card slouch either fastest flash card ive sent yet doubt disappointed unless youre alien advanced technology
493,1,cannot gauge better faster class use mobile saves pictures quickly dont see difference advertised capacity works ok
494,1,great hadnt problems memory use time great
495,1,theres much said except works advertised im happy purchase would buy
496,1,photographer rely high quality cards imagesthis one job two thumbs
497,1,using month everything works finei sd card encrypted take little bit longer transferit get warm transfer files minutes performance issues itoverall
498,1,th unit purchased sandisk used sony z tablet note q recently sony z smartphone data transfer speeds quick get consistent transfers without errorsa worth buy
499,1,sandisk popular brand name product used years bought new camera recording video worked well far tried gopro camera yet may little slow fast action videos
500,1,good product got tired taking pictures memory good bought another
501,1,wanted memory card phone started looking around online far one best get price unbeatable
502,1,gb price nice deal especially trying add storage capability tablet phone keep mind phonestabletsdevices support gb may get gb instead performance good especially weighing price capacity
503,1,several video recording devices surveillance carbased dvr systems etc sandisk class cards always use class cards dealing hd video ones survive extreme environmentsi using sandisk years admit trying great brands always come back sandisk stick itmany non sandisk brand cards might advertise class well dont achieve writing speeds fact cheaping cards may result video recording devices become unstable worse corrupt datahighly recommended
504,0,months sd card already stopped deleting files keeping pictures tried reformatting nothing helps coolupdate april contacted sandisk sending problematic card back warranty replacement hope resolve issue card keep updated process complete
505,1,bought expand surface rt tablet reliable stable data intact securehighly recommended
506,1,worked perfectly right box seems lot faster old class manufactured sandisk others matter
507,1,experienced wirting speed problem android sticks pc suppose lives x claimed tried sdhc sdxc readers abdroid tvs pcs usb ports worked smmoth silk
508,1,works fine verizon galaxy formated fat also works canon ixus
509,1,still wondering fit bites card like car plenty fast compatible devices
510,1,worked fine complaints ive purchased sandisk products several times happy brand
511,1,ive used prdoduct past great whit past galaxy note store almost anything device
512,0,card failed weeks use problem ssd failed months
513,1,fast problems loved price worked immediately never caused problems oh remembered place sd card make fit pc usually micro sd get stuck holder like
514,1,worked android phone hold music like far would recommend
515,1,got go smart phone job great inexpensive includes adaptor card use applications without microsd slot expands versatility
516,1,bought upgrade gb microsd samsung galaxy works greati recommend everyone
517,1,whether im vacation taking photos videos around house dont trust memory cards keep memories bought card mainly contour roam helmet cam ive using sandisk compact flash cards canon dslr sandisk sd cards panasonic hmc video camera ive never single problem dont fail ive never file corrupted theyve survived x rays airport extreme weather conditions sometimes im tempted prices memory cards end go sandisk warm fuzzy feeling knowing photos videos perfectly safe
518,1,used gopro holds massive amount video problems supposed
519,1,works great gopro hero super fast gives plenty storage capacity video every outdoor activity need
520,1,works great perfect priceim using mine digital camera dji phantom fcthe chip holds tons data exactly neededhighly recommend anyone needing micro standard sd great ability plug play get databuy buy buy itfor money got gb cardi buying
521,1,android tablet toy nothing crucial plan downloading maps travel need storagei rooted tablet changed two lines control file sees external card internal card vice versa save apps andor data sd card everything goes gb sandisk ultra microsdhc card instead puny internal store woohoodisclaimer rooting device usually voids warranty condoning action responsible results action responsibility yoursthe tiny card fit tiny slot screened tablet invisible installed know couldnt happier changes endorsement sdhc card
522,1,great deal fast data good price use thing dont need card reader comes one already
523,1,works fine came adapter standard size card slot installed samsung mini tab
524,1,got tablets phones fine loaded movies trip playback perfect used one camera video plenty fast enough clips taking
525,1,buy one inserted galaxy note also asus transformer infinity bought cards buy need easy install pop device reads simple
526,1,stored pics good quality transferred laptop tablet happy san disk ultra
527,1,right size knitting crafting patterns lets take anywhere go helps buying yarn fabric info need nook
528,1,works like sed dose fast works xoom used hd xacti camera adapter
529,1,bought micro sd card samsung pocket camerai amazed much storage could shoot video hd tiny cardso far performing nicely
530,1,installed samsung galaxy att music photos video storage works perfectly never glitch months formated exfat
531,1,upgraded gb satisfied works great phone large library music def would reccomend
